mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.003217792510986328,0.0009379646722388042,0.012111425399780273,0.0012135138159472367,11,1,"{'n_neighbors': 11, 'p': 1}",0.5894039735099338,0.5860927152317881,0.5529801324503312,0.5415282392026578,0.5614617940199336,0.566293370882929,0.018654823451940913,47,0.6376451077943616,0.6575456053067993,0.6558872305140961,0.6371168185584093,0.652029826014913,0.6480449176377159,0.008890712305279479
0.001990604400634766,0.00190353392599102,0.005439472198486328,0.00474499414892972,11,2,"{'n_neighbors': 11, 'p': 2}",0.5927152317880795,0.5894039735099338,0.5596026490066225,0.5382059800664452,0.5681063122923588,0.569606829332688,0.020071241574158082,33,0.6401326699834162,0.6500829187396352,0.6492537313432836,0.6412593206296603,0.6528583264291632,0.6467173934250317,0.00507188269348108
0.0036036014556884766,0.00586976079436958,0.009809303283691406,0.006784402528741536,12,1,"{'n_neighbors': 12, 'p': 1}",0.5927152317880795,0.5728476821192053,0.5695364238410596,0.5813953488372093,0.5681063122923588,0.5769201997755825,0.009146585757311367,1,0.6368159203980099,0.6409618573797679,0.6343283582089553,0.6304888152444076,0.6412593206296603,0.6367708543721602,0.004077809941894417
0.00312652587890625,0.0062530517578125,0.013789987564086914,0.0072085132536879775,12,2,"{'n_neighbors': 12, 'p': 2}",0.5894039735099338,0.5827814569536424,0.5662251655629139,0.5481727574750831,0.5681063122923588,0.5709379331587864,0.014350924577763576,20,0.6368159203980099,0.6409618573797679,0.6492537313432836,0.6222038111019056,0.6362883181441591,0.6371047276734252,0.008777960908718836
0.0006081581115722657,0.0012163162231445313,0.014314222335815429,0.002668156076705486,13,1,"{'n_neighbors': 13, 'p': 1}",0.5927152317880795,0.543046357615894,0.5695364238410596,0.5581395348837209,0.5813953488372093,0.5689665793931927,0.017365945485085917,34,0.6359867330016584,0.6368159203980099,0.648424543946932,0.623860811930406,0.6445733222866611,0.6379322663127336,0.008452557848387544
0.0,0.0,0.012512969970703124,0.006291424178865732,13,2,"{'n_neighbors': 13, 'p': 2}",0.5827814569536424,0.5695364238410596,0.5827814569536424,0.5448504983388704,0.5614617940199336,0.5682823260214297,0.014265991463958442,38,0.6442786069651741,0.648424543946932,0.6550580431177446,0.6313173156586578,0.6354598177299089,0.6429076654836836,0.00859946219718535
0.0,0.0,0.00969681739807129,0.007925342268904857,14,1,"{'n_neighbors': 14, 'p': 1}",0.5960264900662252,0.5496688741721855,0.5794701986754967,0.5780730897009967,0.574750830564784,0.5755978966359375,0.014909597313070145,3,0.6368159203980099,0.6359867330016584,0.6409618573797679,0.6106048053024027,0.6329743164871583,0.6314687265137995,0.010739594109474773
0.006272792816162109,0.007682676323777888,0.006606864929199219,0.0076786894757172675,14,2,"{'n_neighbors': 14, 'p': 2}",0.5794701986754967,0.5562913907284768,0.5596026490066225,0.5614617940199336,0.5946843853820598,0.5703020835625179,0.014611496223498346,22,0.632669983416252,0.6368159203980099,0.6393034825870647,0.623860811930406,0.6255178127589064,0.6316336022181278,0.006075799900352089
0.006870555877685547,0.007271539150493644,0.008012962341308594,0.007037173862257272,15,1,"{'n_neighbors': 15, 'p': 1}",0.5761589403973509,0.5629139072847682,0.5463576158940397,0.5647840531561462,0.5548172757475083,0.5610063584959627,0.010004007823768825,69,0.6393034825870647,0.6376451077943616,0.6417910447761194,0.628003314001657,0.6188898094449047,0.6331265517208216,0.008515605194926853
0.0025830745697021486,0.005166149139404297,0.007584476470947265,0.006897294384596524,15,2,"{'n_neighbors': 15, 'p': 2}",0.5695364238410596,0.5463576158940397,0.5728476821192053,0.5448504983388704,0.574750830564784,0.5616686101515918,0.013230979278561306,64,0.6376451077943616,0.6384742951907131,0.632669983416252,0.6288318144159072,0.632145816072908,0.6339534033780283,0.003611436180812658
0.0009997367858886718,0.0019994735717773437,0.012700414657592774,0.005715346860655054,16,1,"{'n_neighbors': 16, 'p': 1}",0.5827814569536424,0.5529801324503312,0.5695364238410596,0.5647840531561462,0.5813953488372093,0.5702954830476779,0.011044274186776535,23,0.6301824212271974,0.6301824212271974,0.6384742951907131,0.6122618061309031,0.6172328086164043,0.6256667504784831,0.009546095269501561
0.0008282661437988281,0.0016565322875976562,0.012924289703369141,0.007416407305302833,16,2,"{'n_neighbors': 16, 'p': 2}",0.5827814569536424,0.5662251655629139,0.5629139072847682,0.5681063122923588,0.5813953488372093,0.5722844381861785,0.008187483935587193,9,0.6334991708126037,0.6243781094527363,0.6310116086235489,0.6197183098591549,0.6246893123446562,0.62665930221854,0.004959605808895341
0.009706401824951172,0.007137666940740753,0.005797100067138672,0.00754314012910871,17,1,"{'n_neighbors': 17, 'p': 1}",0.5794701986754967,0.5496688741721855,0.5596026490066225,0.5548172757475083,0.5514950166112956,0.5590108028426217,0.010772942988655075,77,0.6334991708126037,0.6351575456053068,0.6393034825870647,0.6180613090306545,0.6089478044739023,0.6269938625019064,0.011540729842932562
0.0007030963897705078,0.0014061927795410156,0.009038591384887695,0.007499053148825501,17,2,"{'n_neighbors': 17, 'p': 2}",0.5596026490066225,0.5629139072847682,0.5629139072847682,0.5614617940199336,0.5581395348837209,0.5610063584959628,0.0018801055413998455,68,0.6359867330016584,0.6260364842454395,0.6310116086235489,0.6197183098591549,0.628003314001657,0.6281512899462918,0.005388599892216061
0.008385753631591797,0.006941471641595683,0.013940763473510743,0.0053909411751298575,18,1,"{'n_neighbors': 18, 'p': 1}",0.5827814569536424,0.5695364238410596,0.5562913907284768,0.5681063122923588,0.5647840531561462,0.5682999273943368,0.008577265685072251,36,0.6268656716417911,0.6351575456053068,0.6293532338308457,0.6164043082021541,0.6188898094449047,0.6253341137450005,0.00687414422768436
0.006270694732666016,0.0076800967161509415,0.009579277038574219,0.007542724355592232,18,2,"{'n_neighbors': 18, 'p': 2}",0.5662251655629139,0.5894039735099338,0.5761589403973509,0.5614617940199336,0.574750830564784,0.5736001408109832,0.009585013228353286,6,0.6285240464344942,0.6276948590381426,0.6268656716417911,0.6097763048881525,0.6230323115161558,0.6231786387037472,0.006959997200479594
0.006353330612182617,0.006992947424715638,0.010634803771972656,0.00597345206087679,19,1,"{'n_neighbors': 19, 'p': 1}",0.5662251655629139,0.5695364238410596,0.5463576158940397,0.5448504983388704,0.5548172757475083,0.5563573958768784,0.010058189870206242,82,0.6310116086235489,0.6301824212271974,0.6252072968490879,0.6213753106876554,0.6114333057166529,0.6238419886208284,0.007120793700422024
0.006278610229492188,0.0076898296241895234,0.009472417831420898,0.007748607273687914,19,2,"{'n_neighbors': 19, 'p': 2}",0.5662251655629139,0.5794701986754967,0.5562913907284768,0.5481727574750831,0.5581395348837209,0.5616598094651383,0.010594010235667228,65,0.6252072968490879,0.6243781094527363,0.6235489220563848,0.6089478044739023,0.6230323115161558,0.6210228888696535,0.006082648460937976
0.0028106689453125,0.004283146805976389,0.010282039642333984,0.005347898895542751,20,1,"{'n_neighbors': 20, 'p': 1}",0.5860927152317881,0.5695364238410596,0.5596026490066225,0.5514950166112956,0.5714285714285714,0.5676310752238674,0.011693686310432069,41,0.6160862354892206,0.6293532338308457,0.6218905472636815,0.6064623032311516,0.6230323115161558,0.6193649262662111,0.0077048330078734895
0.003560161590576172,0.0061463183632413446,0.009186744689941406,0.007535121139633119,20,2,"{'n_neighbors': 20, 'p': 2}",0.5794701986754967,0.5894039735099338,0.5695364238410596,0.5581395348837209,0.5714285714285714,0.5735957404677565,0.010435309821240807,7,0.6194029850746269,0.62106135986733,0.6268656716417911,0.6048053024026512,0.6197183098591549,0.6183707257691109,0.007298025356151084
0.0015763282775878907,0.002042750760081214,0.010309934616088867,0.004859601853469309,21,1,"{'n_neighbors': 21, 'p': 1}",0.5728476821192053,0.5761589403973509,0.5728476821192053,0.5481727574750831,0.5681063122923588,0.5676266748806407,0.010059844357512775,42,0.6202321724709784,0.6260364842454395,0.6318407960199005,0.6014913007456504,0.6197183098591549,0.6198638126682248,0.010190741474135645
0.003124904632568359,0.006249809265136718,0.006586742401123047,0.0075683738170955125,21,2,"{'n_neighbors': 21, 'p': 2}",0.5894039735099338,0.5860927152317881,0.5596026490066225,0.5348837209302325,0.5382059800664452,0.5616378077490044,0.022969440751629735,66,0.6185737976782753,0.6218905472636815,0.6276948590381426,0.59983429991715,0.6213753106876554,0.6178737629169809,0.009494857516451747
0.006904745101928711,0.00731412901118431,0.0044219970703125,0.006605962453687153,22,1,"{'n_neighbors': 22, 'p': 1}",0.5695364238410596,0.5894039735099338,0.5794701986754967,0.5448504983388704,0.5647840531561462,0.5696090295043013,0.015002353144898709,32,0.62106135986733,0.6160862354892206,0.6310116086235489,0.603976801988401,0.6205468102734052,0.6185365632483811,0.008763939779073105
0.0025231361389160155,0.005046272277832031,0.010425853729248046,0.00713878813435006,22,2,"{'n_neighbors': 22, 'p': 2}",0.5695364238410596,0.5894039735099338,0.5695364238410596,0.5249169435215947,0.5581395348837209,0.5623066599194737,0.021232801039527897,61,0.6218905472636815,0.6202321724709784,0.6252072968490879,0.603976801988401,0.6180613090306545,0.6178736255205607,0.007329912257953614
0.0012326717376708984,0.0024653434753417972,0.014623880386352539,0.0016859864519081634,23,1,"{'n_neighbors': 23, 'p': 1}",0.5695364238410596,0.5860927152317881,0.5596026490066225,0.5348837209302325,0.5514950166112956,0.5603221051241997,0.017173086582515405,75,0.6218905472636815,0.62106135986733,0.6276948590381426,0.5973487986743994,0.6139188069594035,0.6163828743605914,0.010474267040462858
0.0033285140991210936,0.006657028198242187,0.0073735713958740234,0.006572982492531619,23,2,"{'n_neighbors': 23, 'p': 2}",0.5629139072847682,0.5662251655629139,0.5298013245033113,0.5049833887043189,0.5481727574750831,0.542419308706079,0.022717883686852323,95,0.6169154228855721,0.6243781094527363,0.6144278606965174,0.5990057995028998,0.6213753106876554,0.6152205006450762,0.008810914349303865
0.0038222312927246095,0.0058555745313359706,0.013018512725830078,0.007219208312165911,24,1,"{'n_neighbors': 24, 'p': 1}",0.5794701986754967,0.5761589403973509,0.5562913907284768,0.5282392026578073,0.5614617940199336,0.5603243052958131,0.01824452243223354,74,0.6276948590381426,0.6169154228855721,0.62106135986733,0.6064623032311516,0.6097763048881525,0.6163820499820698,0.007644570887156615
0.0017732143402099609,0.003546428680419922,0.012967109680175781,0.00653531449939395,24,2,"{'n_neighbors': 24, 'p': 2}",0.5596026490066225,0.5794701986754967,0.5728476821192053,0.5481727574750831,0.5581395348837209,0.5636465644320258,0.01114600641951114,53,0.6218905472636815,0.6235489220563848,0.6119402985074627,0.608119304059652,0.6155758077879039,0.616214975935017,0.0058347267590074395
0.00424342155456543,0.0075448862437644424,0.009915018081665039,0.006252308228205424,25,1,"{'n_neighbors': 25, 'p': 1}",0.5529801324503312,0.5662251655629139,0.5397350993377483,0.5382059800664452,0.5581395348837209,0.5510571824602319,0.010744934928762186,87,0.6185737976782753,0.6227197346600332,0.6169154228855721,0.6031483015741508,0.6106048053024027,0.6143924124200868,0.00684061191075589
0.008245038986206054,0.007033079420874494,0.007641506195068359,0.007069667815772565,25,2,"{'n_neighbors': 25, 'p': 2}",0.5463576158940397,0.5629139072847682,0.5463576158940397,0.5348837209302325,0.5581395348837209,0.5497304789773603,0.00987616968708486,89,0.615257048092869,0.6185737976782753,0.6102819237147595,0.5956917978458989,0.6172328086164043,0.6114074751896414,0.008346966869187334
0.0017068862915039062,0.002096117417351897,0.012857723236083984,0.008020324204028451,26,1,"{'n_neighbors': 26, 'p': 1}",0.5662251655629139,0.5860927152317881,0.5529801324503312,0.53156146179402,0.5581395348837209,0.5589998019845549,0.017754271712797136,78,0.6194029850746269,0.6102819237147595,0.6135986733001658,0.6072908036454018,0.6056338028169014,0.6112416377103711,0.004901860065858979
0.00017418861389160157,0.00034837722778320314,0.011783266067504882,0.006323428584471198,26,2,"{'n_neighbors': 26, 'p': 2}",0.5662251655629139,0.5894039735099338,0.5463576158940397,0.5448504983388704,0.5548172757475083,0.5603309058106533,0.016402935874613705,72,0.6144278606965174,0.6077943615257048,0.6160862354892206,0.6064623032311516,0.6122618061309031,0.6114065134146995,0.0037216318821389847
0.004135751724243164,0.0061247248200130494,0.015053033828735352,0.0020736523207620827,27,1,"{'n_neighbors': 27, 'p': 1}",0.5562913907284768,0.5695364238410596,0.5364238410596026,0.5182724252491694,0.5481727574750831,0.5457393676706783,0.017462980392572863,93,0.6194029850746269,0.6135986733001658,0.6135986733001658,0.5981772990886496,0.6114333057166529,0.6112421872960522,0.007048865200591894
0.004254007339477539,0.006094579143989056,0.01183938980102539,0.006229586298824786,27,2,"{'n_neighbors': 27, 'p': 2}",0.5562913907284768,0.5761589403973509,0.5231788079470199,0.53156146179402,0.5382059800664452,0.5450793161866626,0.01898031113846996,94,0.6127694859038143,0.6094527363184079,0.6194029850746269,0.59983429991715,0.6130903065451533,0.6109099627518304,0.006405262987436993
0.0036995410919189453,0.006012805798544183,0.013619232177734374,0.0032855173841580634,28,1,"{'n_neighbors': 28, 'p': 1}",0.5662251655629139,0.5860927152317881,0.543046357615894,0.5548172757475083,0.5647840531561462,0.5629931134628501,0.014226472639496796,56,0.6127694859038143,0.6086235489220564,0.615257048092869,0.6031483015741508,0.5981772990886496,0.607595136716308,0.006245100727512998
0.0036243915557861326,0.00445305828498372,0.011257743835449219,0.006706969399398547,28,2,"{'n_neighbors': 28, 'p': 2}",0.5794701986754967,0.5927152317880795,0.5496688741721855,0.5448504983388704,0.5514950166112956,0.5636399639171855,0.01892988454646175,54,0.6086235489220564,0.6077943615257048,0.6127694859038143,0.603976801988401,0.59983429991715,0.6065996996514252,0.00438724676715341
0.0004004001617431641,0.0008008003234863282,0.014197778701782227,0.0030966297945506055,29,1,"{'n_neighbors': 29, 'p': 1}",0.5761589403973509,0.5728476821192053,0.5331125827814569,0.5448504983388704,0.5548172757475083,0.5563573958768784,0.016365406823872827,82,0.6185737976782753,0.6044776119402985,0.6135986733001658,0.6106048053024027,0.59983429991715,0.6094178376276584,0.006617702146828277
0.0031672954559326173,0.0063345909118652345,0.011578369140625,0.006233718778345822,29,2,"{'n_neighbors': 29, 'p': 2}",0.5596026490066225,0.5827814569536424,0.5331125827814569,0.5282392026578073,0.5282392026578073,0.5463950188114672,0.021606039911786827,92,0.6144278606965174,0.6086235489220564,0.6144278606965174,0.6023198011599006,0.6089478044739023,0.6097493751897789,0.004491882098555406
0.0008059501647949219,0.000987084989441319,0.011031866073608398,0.0062761662922306395,30,1,"{'n_neighbors': 30, 'p': 1}",0.5761589403973509,0.5794701986754967,0.5463576158940397,0.5614617940199336,0.574750830564784,0.567639875910321,0.012281693367000938,40,0.6086235489220564,0.6019900497512438,0.6218905472636815,0.6056338028169014,0.6006628003314002,0.6077601498170566,0.007597385946102885
0.00564422607421875,0.0069893015054183615,0.009541654586791992,0.007457557234067283,30,2,"{'n_neighbors': 30, 'p': 2}",0.5761589403973509,0.5695364238410596,0.5463576158940397,0.5647840531561462,0.5548172757475083,0.5623308618072209,0.010590114163619003,59,0.6119402985074627,0.6094527363184079,0.6127694859038143,0.5973487986743994,0.6056338028169014,0.6074290244441971,0.005617851978943117
0.006476974487304688,0.007938066657867343,0.010477638244628907,0.009041247758956804,31,1,"{'n_neighbors': 31, 'p': 1}",0.5596026490066225,0.5695364238410596,0.5463576158940397,0.5514950166112956,0.5581395348837209,0.5570262480473477,0.007858701942360921,80,0.6144278606965174,0.6185737976782753,0.6169154228855721,0.6031483015741508,0.5990057995028998,0.6104142364674832,0.007847283444559849
0.0034724712371826173,0.004772170736324147,0.01733689308166504,0.0063687852726296255,31,2,"{'n_neighbors': 31, 'p': 2}",0.5562913907284768,0.5662251655629139,0.5463576158940397,0.5415282392026578,0.5348837209302325,0.5490572264636642,0.01106284837676158,90,0.6111111111111112,0.6111111111111112,0.615257048092869,0.6031483015741508,0.6031483015741508,0.6087551746926785,0.004821810507725006
0.003123044967651367,0.006246089935302734,0.012475109100341797,0.00624490493515795,32,1,"{'n_neighbors': 32, 'p': 1}",0.5695364238410596,0.5894039735099338,0.5463576158940397,0.5647840531561462,0.5780730897009967,0.5696310312204351,0.014334515032186414,28,0.6135986733001658,0.6061359867330016,0.6094527363184079,0.6006628003314002,0.6048053024026512,0.6069310998171253,0.0043648135058216905
0.006833076477050781,0.0072241175291914385,0.014157390594482422,0.003228942930629667,32,2,"{'n_neighbors': 32, 'p': 2}",0.5662251655629139,0.5629139072847682,0.5596026490066225,0.5647840531561462,0.5681063122923588,0.5643264174605619,0.0029124372312088285,49,0.6177446102819237,0.6053067993366501,0.6111111111111112,0.5990057995028998,0.5981772990886496,0.6062691238642468,0.007406634951104382
0.001101064682006836,0.002202129364013672,0.0156890869140625,0.009885776136541385,33,1,"{'n_neighbors': 33, 'p': 1}",0.5596026490066225,0.5827814569536424,0.5331125827814569,0.5382059800664452,0.5647840531561462,0.5556973443928626,0.01815151848481813,84,0.6127694859038143,0.6111111111111112,0.6086235489220564,0.5990057995028998,0.6031483015741508,0.6069316494028065,0.005129202210780294
0.007446670532226562,0.007315876657728867,0.011678695678710938,0.0059959899426889705,33,2,"{'n_neighbors': 33, 'p': 2}",0.5529801324503312,0.5596026490066225,0.5463576158940397,0.5481727574750831,0.5681063122923588,0.5550438934236871,0.007979123699592274,85,0.62106135986733,0.6119402985074627,0.6119402985074627,0.5948632974316487,0.6031483015741508,0.6085907111776109,0.008899643360805735
0.0031263351440429686,0.006252670288085937,0.014284658432006835,0.0031137023304857476,34,1,"{'n_neighbors': 34, 'p': 1}",0.5728476821192053,0.5993377483443708,0.5529801324503312,0.5448504983388704,0.5946843853820598,0.5729400893269675,0.021712136477179803,8,0.6135986733001658,0.5970149253731343,0.6102819237147595,0.5990057995028998,0.608119304059652,0.6056041251901223,0.006471985454826593
0.0006048202514648438,0.0012096405029296876,0.008035898208618164,0.00699484978972223,34,2,"{'n_neighbors': 34, 'p': 2}",0.5728476821192053,0.5860927152317881,0.5629139072847682,0.5481727574750831,0.584717607973422,0.5709489340168533,0.014183311382124381,18,0.6169154228855721,0.6003316749585407,0.6127694859038143,0.5874067937033969,0.603976801988401,0.604280035887945,0.010316119161747222
0.0031171798706054687,0.006234359741210937,0.012520694732666015,0.0062605753070810385,35,1,"{'n_neighbors': 35, 'p': 1}",0.5662251655629139,0.5794701986754967,0.5331125827814569,0.5481727574750831,0.5813953488372093,0.561675210666432,0.018570877691468698,63,0.6160862354892206,0.6053067993366501,0.6144278606965174,0.603976801988401,0.6106048053024027,0.6100805005626384,0.004801804812407506
0.0007687091827392578,0.0015374183654785155,0.015814542770385742,0.00021634091883205762,35,2,"{'n_neighbors': 35, 'p': 2}",0.5728476821192053,0.5794701986754967,0.5496688741721855,0.5348837209302325,0.5780730897009967,0.5629887131196234,0.017684375862683233,57,0.62106135986733,0.6053067993366501,0.6177446102819237,0.5956917978458989,0.6056338028169014,0.6090876740297408,0.009208533394023194
0.004951763153076172,0.00640372820200624,0.015053987503051758,0.004809021139791392,36,1,"{'n_neighbors': 36, 'p': 1}",0.5827814569536424,0.5761589403973509,0.5562913907284768,0.5548172757475083,0.5880398671096345,0.5716177861873226,0.013653497113606035,11,0.615257048092869,0.6028192371475953,0.6077943615257048,0.6014913007456504,0.608119304059652,0.6070962503142943,0.00485470740431047
0.0005987167358398437,0.0011974334716796874,0.014204692840576173,0.0031514151313870938,36,2,"{'n_neighbors': 36, 'p': 2}",0.5728476821192053,0.5794701986754967,0.5562913907284768,0.5514950166112956,0.5813953488372093,0.5682999273943368,0.012194728989034504,36,0.6069651741293532,0.6011608623548922,0.6094527363184079,0.5923777961888981,0.6056338028169014,0.6031180743616906,0.00600734987256624
